"","species","zone","year","sampled","monitoring"
"2299","collared lemming","camp 3 plateau",2011,"no","systematic"
"2300","collared lemming","camp 3 plateau",2012,"no","systematic"
"2301","collared lemming","camp 3 plateau",2013,"no","systematic"
"2302","collared lemming","camp 3 plateau",2014,"no","systematic"
"2303","collared lemming","camp 3 plateau",2015,"no","systematic"
"2304","collared lemming","camp 3 plateau",2016,"no","systematic"
"2305","collared lemming","camp 3 plateau",2017,"no","systematic"
"2306","collared lemming","camp 3 plateau",2018,"no","systematic"
"2307","collared lemming","camp 3 plateau",2019,"no","systematic"
"2308","collared lemming","camp 3 plateau",2021,"no","systematic"
"2309","collared lemming","camp 3 plateau",2022,"no","systematic"
"2310","collared lemming","camp 3 plateau",2023,"no","systematic"
"2311","collared lemming","dufour",1993,"no","systematic"
"2312","collared lemming","dufour",1994,"no","systematic"
"2313","collared lemming","dufour",1995,"no","systematic"
"2314","collared lemming","dufour",1996,"no","systematic"
"2315","collared lemming","dufour",1997,"no","systematic"
"2316","collared lemming","dufour",1998,"no","systematic"
"2317","collared lemming","dufour",1999,"no","systematic"
"2318","collared lemming","dufour",2000,"no","systematic"
"2319","collared lemming","dufour",2001,"no","systematic"
"2320","collared lemming","dufour",2002,"no","systematic"
"2321","collared lemming","dufour",2003,"no","systematic"
"2322","collared lemming","dufour",2004,"no","systematic"
"2323","collared lemming","dufour",2005,"no","systematic"
"2324","collared lemming","dufour",2006,"no","systematic"
"2325","collared lemming","dufour",2007,"no","systematic"
"2326","collared lemming","dufour",2008,"no","systematic"
"2327","collared lemming","dufour",2009,"no","systematic"
"2328","collared lemming","dufour",2010,"no","systematic"
"2329","collared lemming","dufour",2011,"no","systematic"
"2330","collared lemming","dufour",2012,"no","systematic"
"2331","collared lemming","dufour",2013,"no","systematic"
"2332","collared lemming","dufour",2014,"no","systematic"
"2333","collared lemming","dufour",2015,"no","systematic"
"2334","collared lemming","dufour",2016,"no","systematic"
"2335","collared lemming","dufour",2017,"no","systematic"
"2336","collared lemming","dufour",2018,"no","systematic"
"2337","collared lemming","dufour",2019,"no","systematic"
"2338","collared lemming","dufour",2021,"no","systematic"
"2339","collared lemming","dufour",2022,"no","systematic"
"2340","collared lemming","dufour",2023,"no","systematic"
"2341","collared lemming","goose point",1993,"no","systematic"
"2342","collared lemming","goose point",1994,"no","systematic"
"2343","collared lemming","goose point",1995,"no","systematic"
"2344","collared lemming","goose point",1996,"no","systematic"
"2345","collared lemming","goose point",1997,"no","systematic"
"2346","collared lemming","goose point",1998,"no","systematic"
"2347","collared lemming","goose point",1999,"no","systematic"
"2348","collared lemming","goose point",2000,"no","systematic"
"2349","collared lemming","goose point",2001,"no","systematic"
"2350","collared lemming","goose point",2002,"no","systematic"
"2351","collared lemming","goose point",2003,"no","systematic"
"2352","collared lemming","goose point",2004,"no","systematic"
"2353","collared lemming","goose point",2005,"no","systematic"
"2354","collared lemming","goose point",2006,"no","systematic"
"2355","collared lemming","goose point",2007,"no","systematic"
"2356","collared lemming","goose point",2008,"no","systematic"
"2357","collared lemming","goose point",2009,"no","systematic"
"2358","collared lemming","goose point",2010,"no","systematic"
"2359","collared lemming","goose point",2011,"no","systematic"
"2360","collared lemming","goose point",2012,"no","systematic"
"2361","collared lemming","goose point",2013,"no","systematic"
"2362","collared lemming","goose point",2014,"no","systematic"
"2363","collared lemming","goose point",2015,"no","systematic"
"2364","collared lemming","goose point",2016,"no","systematic"
"2365","collared lemming","goose point",2017,"no","systematic"
"2366","collared lemming","goose point",2018,"no","systematic"
"2367","collared lemming","goose point",2019,"no","systematic"
"2368","collared lemming","goose point",2021,"no","systematic"
"2369","collared lemming","goose point",2022,"no","systematic"
"2370","collared lemming","goose point",2023,"no","systematic"
"2371","collared lemming","malaview",1993,"no","systematic"
"2372","collared lemming","malaview",1994,"no","systematic"
"2373","collared lemming","malaview",1995,"no","systematic"
"2374","collared lemming","malaview",1996,"no","systematic"
"2375","collared lemming","malaview",1997,"no","systematic"
"2376","collared lemming","malaview",1998,"no","systematic"
"2377","collared lemming","malaview",1999,"no","systematic"
"2378","collared lemming","malaview",2000,"no","systematic"
"2379","collared lemming","malaview",2001,"no","systematic"
"2380","collared lemming","malaview",2002,"no","systematic"
"2381","collared lemming","malaview",2003,"no","systematic"
"2382","collared lemming","malaview",2004,"no","systematic"
"2383","collared lemming","malaview",2005,"no","systematic"
"2384","collared lemming","malaview",2006,"no","systematic"
"2385","collared lemming","malaview",2007,"no","systematic"
"2386","collared lemming","malaview",2008,"no","systematic"
"2387","collared lemming","malaview",2009,"no","systematic"
"2388","collared lemming","malaview",2010,"no","systematic"
"2389","collared lemming","malaview",2011,"no","systematic"
"2390","collared lemming","malaview",2012,"no","systematic"
"2391","collared lemming","malaview",2013,"no","systematic"
"2392","collared lemming","malaview",2014,"no","systematic"
"2393","collared lemming","malaview",2015,"no","systematic"
"2394","collared lemming","malaview",2016,"no","systematic"
"2395","collared lemming","malaview",2017,"no","systematic"
"2396","collared lemming","malaview",2018,"no","systematic"
"2397","collared lemming","malaview",2019,"no","systematic"
"2398","collared lemming","malaview",2021,"no","systematic"
"2399","collared lemming","malaview",2022,"no","systematic"
"2400","collared lemming","malaview",2023,"no","systematic"
"2401","collared lemming","qarlikturvik valley",1993,"no","systematic"
"2402","collared lemming","qarlikturvik valley",1994,"no","systematic"
"2403","collared lemming","qarlikturvik valley",1995,"no","systematic"
"2404","collared lemming","qarlikturvik valley",1996,"no","systematic"
"2405","collared lemming","qarlikturvik valley",1997,"no","systematic"
"2406","collared lemming","qarlikturvik valley",1998,"no","systematic"
"2407","collared lemming","qarlikturvik valley",1999,"no","systematic"
"2408","collared lemming","qarlikturvik valley",2000,"no","systematic"
"2409","collared lemming","qarlikturvik valley",2001,"no","systematic"
"2410","collared lemming","qarlikturvik valley",2002,"no","systematic"
"2411","collared lemming","qarlikturvik valley",2003,"no","systematic"
"2412","collared lemming","qarlikturvik valley",2004,"no","systematic"
"2413","collared lemming","qarlikturvik valley",2005,"no","systematic"
"2414","collared lemming","qarlikturvik valley",2006,"no","systematic"
"2415","collared lemming","qarlikturvik valley",2007,"no","systematic"
"2416","collared lemming","qarlikturvik valley",2008,"no","systematic"
"2417","collared lemming","qarlikturvik valley",2009,"no","systematic"
"2418","collared lemming","qarlikturvik valley",2010,"no","systematic"
"2419","collared lemming","qarlikturvik valley",2011,"no","systematic"
"2420","collared lemming","qarlikturvik valley",2012,"no","systematic"
"2421","collared lemming","qarlikturvik valley",2013,"no","systematic"
"2422","collared lemming","qarlikturvik valley",2014,"no","systematic"
"2423","collared lemming","qarlikturvik valley",2015,"no","systematic"
"2424","collared lemming","qarlikturvik valley",2016,"no","systematic"
"2425","collared lemming","qarlikturvik valley",2017,"no","systematic"
"2426","collared lemming","qarlikturvik valley",2018,"no","systematic"
"2427","collared lemming","qarlikturvik valley",2019,"no","systematic"
"2428","collared lemming","qarlikturvik valley",2021,"no","systematic"
"2429","collared lemming","qarlikturvik valley",2022,"no","systematic"
"2430","collared lemming","qarlikturvik valley",2023,"no","systematic"
"2431","collared lemming","south plateau",1993,"no","systematic"
"2432","collared lemming","south plateau",1994,"no","systematic"
"2433","collared lemming","south plateau",1995,"no","systematic"
"2434","collared lemming","south plateau",1996,"no","systematic"
"2435","collared lemming","south plateau",1997,"no","systematic"
"2436","collared lemming","south plateau",1998,"no","systematic"
"2437","collared lemming","south plateau",1999,"no","systematic"
"2438","collared lemming","south plateau",2000,"no","systematic"
"2439","collared lemming","south plateau",2001,"no","systematic"
"2440","collared lemming","south plateau",2002,"no","systematic"
"2441","collared lemming","south plateau",2003,"no","systematic"
"2442","collared lemming","south plateau",2004,"no","systematic"
"2443","collared lemming","south plateau",2005,"no","systematic"
"2444","collared lemming","south plateau",2006,"no","systematic"
"2445","collared lemming","south plateau",2007,"no","systematic"
"2446","collared lemming","south plateau",2008,"no","systematic"
"2447","collared lemming","south plateau",2009,"no","systematic"
"2448","collared lemming","south plateau",2010,"no","systematic"
"2449","collared lemming","south plateau",2011,"no","systematic"
"2450","collared lemming","south plateau",2012,"no","systematic"
"2451","collared lemming","south plateau",2013,"no","systematic"
"2452","collared lemming","south plateau",2014,"no","systematic"
"2453","collared lemming","south plateau",2015,"no","systematic"
"2454","collared lemming","south plateau",2016,"no","systematic"
"2455","collared lemming","south plateau",2017,"no","systematic"
"2456","collared lemming","south plateau",2018,"no","systematic"
"2457","collared lemming","south plateau",2019,"no","systematic"
"2458","collared lemming","south plateau",2021,"no","systematic"
"2459","collared lemming","south plateau",2022,"no","systematic"
"2460","collared lemming","south plateau",2023,"no","systematic"
"2461","collared lemming","study area",1993,"no","systematic"
"2462","collared lemming","study area",1994,"no","systematic"
"2463","collared lemming","study area",1995,"no","systematic"
"2464","collared lemming","study area",1996,"no","systematic"
"2465","collared lemming","study area",1997,"no","systematic"
"2466","collared lemming","study area",1998,"no","systematic"
"2467","collared lemming","study area",1999,"no","systematic"
"2468","collared lemming","study area",2000,"no","systematic"
"2469","collared lemming","study area",2001,"no","systematic"
"2470","collared lemming","study area",2002,"no","systematic"
"2471","collared lemming","study area",2003,"no","systematic"
"2472","collared lemming","study area",2004,"no","systematic"
"2473","collared lemming","study area",2005,"no","systematic"
"2474","collared lemming","study area",2006,"no","systematic"
"2475","collared lemming","study area",2007,"no","systematic"
"2476","collared lemming","study area",2008,"no","systematic"
"2477","collared lemming","study area",2009,"no","systematic"
"2478","collared lemming","study area",2010,"no","systematic"
"2479","collared lemming","study area",2011,"no","systematic"
"2480","collared lemming","study area",2012,"no","systematic"
"2481","collared lemming","study area",2013,"no","systematic"
"2482","collared lemming","study area",2014,"no","systematic"
"2483","collared lemming","study area",2015,"no","systematic"
"2484","collared lemming","study area",2016,"no","systematic"
"2485","collared lemming","study area",2017,"no","systematic"
"2486","collared lemming","study area",2018,"no","systematic"
"2487","collared lemming","study area",2019,"no","systematic"
"2488","collared lemming","study area",2021,"no","systematic"
"2489","collared lemming","study area",2022,"no","systematic"
"2490","collared lemming","study area",2023,"no","systematic"
"2491","collared lemming","trapping grids",1993,"no","systematic"
"2492","collared lemming","trapping grids",1994,"no","systematic"
"2493","collared lemming","trapping grids",1995,"yes","systematic"
"2494","collared lemming","trapping grids",1996,"yes","systematic"
"2495","collared lemming","trapping grids",1997,"yes","systematic"
"2496","collared lemming","trapping grids",1998,"yes","systematic"
"2497","collared lemming","trapping grids",1999,"yes","systematic"
"2498","collared lemming","trapping grids",2000,"yes","systematic"
"2499","collared lemming","trapping grids",2001,"yes","systematic"
"2500","collared lemming","trapping grids",2002,"yes","systematic"
"2501","collared lemming","trapping grids",2003,"yes","systematic"
"2502","collared lemming","trapping grids",2004,"yes","systematic"
"2503","collared lemming","trapping grids",2005,"yes","systematic"
"2504","collared lemming","trapping grids",2006,"yes","systematic"
"2505","collared lemming","trapping grids",2007,"yes","systematic"
"2506","collared lemming","trapping grids",2008,"yes","systematic"
"2507","collared lemming","trapping grids",2009,"yes","systematic"
"2508","collared lemming","trapping grids",2010,"yes","systematic"
