"species","zone","year","sampled","monitoring"
"king eider","4x2km plot",2007,"yes","opportunistic"
"king eider","4x2km plot",2008,"yes","opportunistic"
"king eider","4x2km plot",2009,"yes","opportunistic"
"king eider","4x2km plot",2010,"yes","opportunistic"
"king eider","4x2km plot",2011,"yes","opportunistic"
"king eider","4x2km plot",2012,"yes","opportunistic"
"king eider","4x2km plot",2013,"yes","opportunistic"
"king eider","4x2km plot",2014,"yes","opportunistic"
"king eider","4x2km plot",2015,"yes","opportunistic"
"king eider","4x2km plot",2016,"yes","opportunistic"
"king eider","4x2km plot",2017,"yes","opportunistic"
"king eider","4x2km plot",2018,"yes","opportunistic"
"king eider","4x2km plot",2019,"yes","opportunistic"
"king eider","4x2km plot",2021,"no","opportunistic"
"king eider","4x2km plot",2022,"yes","opportunistic"
"king eider","4x2km plot",2023,"no","opportunistic"
"king eider","black plateau",1993,"no","opportunistic"
"king eider","black plateau",1994,"no","opportunistic"
"king eider","black plateau",1995,"no","opportunistic"
"king eider","black plateau",1996,"no","opportunistic"
"king eider","black plateau",1997,"no","opportunistic"
"king eider","black plateau",1998,"no","opportunistic"
"king eider","black plateau",1999,"no","opportunistic"
"king eider","black plateau",2000,"no","opportunistic"
"king eider","black plateau",2001,"no","opportunistic"
"king eider","black plateau",2002,"no","opportunistic"
"king eider","black plateau",2003,"no","opportunistic"
"king eider","black plateau",2004,"no","opportunistic"
"king eider","black plateau",2005,"no","opportunistic"
"king eider","black plateau",2006,"no","opportunistic"
"king eider","black plateau",2007,"no","opportunistic"
"king eider","black plateau",2008,"no","opportunistic"
"king eider","black plateau",2009,"no","opportunistic"
"king eider","black plateau",2010,"no","opportunistic"
"king eider","black plateau",2011,"no","opportunistic"
"king eider","black plateau",2012,"no","opportunistic"
"king eider","black plateau",2013,"no","opportunistic"
"king eider","black plateau",2014,"no","opportunistic"
"king eider","black plateau",2015,"no","opportunistic"
"king eider","black plateau",2016,"no","opportunistic"
"king eider","black plateau",2017,"no","opportunistic"
"king eider","black plateau",2018,"no","opportunistic"
"king eider","black plateau",2019,"no","opportunistic"
"king eider","black plateau",2021,"no","opportunistic"
"king eider","black plateau",2022,"no","opportunistic"
"king eider","black plateau",2023,"no","opportunistic"
"king eider","camp 1",1993,"no","opportunistic"
"king eider","camp 1",1994,"no","opportunistic"
"king eider","camp 1",1995,"no","opportunistic"
"king eider","camp 1",1996,"no","opportunistic"
"king eider","camp 1",1997,"no","opportunistic"
"king eider","camp 1",1998,"no","opportunistic"
"king eider","camp 1",1999,"no","opportunistic"
"king eider","camp 1",2000,"no","opportunistic"
"king eider","camp 1",2001,"no","opportunistic"
"king eider","camp 1",2002,"no","opportunistic"
"king eider","camp 1",2003,"no","opportunistic"
"king eider","camp 1",2004,"no","opportunistic"
"king eider","camp 1",2005,"no","opportunistic"
"king eider","camp 1",2006,"no","opportunistic"
"king eider","camp 1",2007,"no","opportunistic"
"king eider","camp 1",2008,"no","opportunistic"
"king eider","camp 1",2009,"no","opportunistic"
"king eider","camp 1",2010,"no","opportunistic"
"king eider","camp 1",2011,"no","opportunistic"
"king eider","camp 1",2012,"no","opportunistic"
"king eider","camp 1",2013,"no","opportunistic"
"king eider","camp 1",2014,"no","opportunistic"
"king eider","camp 1",2015,"no","opportunistic"
"king eider","camp 1",2016,"no","opportunistic"
"king eider","camp 1",2017,"no","opportunistic"
"king eider","camp 1",2018,"no","opportunistic"
"king eider","camp 1",2019,"no","opportunistic"
"king eider","camp 1",2021,"no","opportunistic"
"king eider","camp 1",2022,"no","opportunistic"
"king eider","camp 1",2023,"no","opportunistic"
"king eider","camp 2",1993,"no","opportunistic"
"king eider","camp 2",1994,"no","opportunistic"
"king eider","camp 2",1995,"no","opportunistic"
"king eider","camp 2",1996,"no","opportunistic"
"king eider","camp 2",1997,"no","opportunistic"
"king eider","camp 2",1998,"no","opportunistic"
"king eider","camp 2",1999,"no","opportunistic"
"king eider","camp 2",2000,"no","opportunistic"
"king eider","camp 2",2001,"no","opportunistic"
"king eider","camp 2",2002,"no","opportunistic"
"king eider","camp 2",2003,"no","opportunistic"
"king eider","camp 2",2004,"no","opportunistic"
"king eider","camp 2",2005,"no","opportunistic"
"king eider","camp 2",2006,"no","opportunistic"
"king eider","camp 2",2007,"no","opportunistic"
"king eider","camp 2",2008,"no","opportunistic"
"king eider","camp 2",2009,"no","opportunistic"
"king eider","camp 2",2010,"no","opportunistic"
"king eider","camp 2",2011,"no","opportunistic"
"king eider","camp 2",2012,"no","opportunistic"
"king eider","camp 2",2013,"no","opportunistic"
"king eider","camp 2",2014,"no","opportunistic"
"king eider","camp 2",2015,"no","opportunistic"
"king eider","camp 2",2016,"no","opportunistic"
"king eider","camp 2",2017,"no","opportunistic"
"king eider","camp 2",2018,"no","opportunistic"
"king eider","camp 2",2019,"no","opportunistic"
"king eider","camp 2",2021,"no","opportunistic"
"king eider","camp 2",2022,"no","opportunistic"
"king eider","camp 2",2023,"no","opportunistic"
"king eider","camp 3",1993,"no","opportunistic"
"king eider","camp 3",1994,"no","opportunistic"
"king eider","camp 3",1995,"no","opportunistic"
"king eider","camp 3",1996,"no","opportunistic"
"king eider","camp 3",1997,"no","opportunistic"
"king eider","camp 3",1998,"no","opportunistic"
"king eider","camp 3",1999,"no","opportunistic"
"king eider","camp 3",2000,"no","opportunistic"
"king eider","camp 3",2001,"no","opportunistic"
"king eider","camp 3",2002,"no","opportunistic"
"king eider","camp 3",2003,"no","opportunistic"
"king eider","camp 3",2004,"no","opportunistic"
"king eider","camp 3",2005,"no","opportunistic"
"king eider","camp 3",2006,"no","opportunistic"
"king eider","camp 3",2007,"no","opportunistic"
"king eider","camp 3",2008,"no","opportunistic"
"king eider","camp 3",2009,"no","opportunistic"
"king eider","camp 3",2010,"no","opportunistic"
"king eider","camp 3",2011,"no","opportunistic"
"king eider","camp 3",2012,"no","opportunistic"
"king eider","camp 3",2013,"no","opportunistic"
"king eider","camp 3",2014,"no","opportunistic"
"king eider","camp 3",2015,"no","opportunistic"
"king eider","camp 3",2016,"no","opportunistic"
"king eider","camp 3",2017,"no","opportunistic"
"king eider","camp 3",2018,"no","opportunistic"
"king eider","camp 3",2019,"no","opportunistic"
"king eider","camp 3",2021,"no","opportunistic"
"king eider","camp 3",2022,"no","opportunistic"
"king eider","camp 3",2023,"no","opportunistic"
"king eider","camp 3 plateau",1993,"no","opportunistic"
"king eider","camp 3 plateau",1994,"no","opportunistic"
"king eider","camp 3 plateau",1995,"no","opportunistic"
"king eider","camp 3 plateau",1996,"no","opportunistic"
"king eider","camp 3 plateau",1997,"no","opportunistic"
"king eider","camp 3 plateau",1998,"no","opportunistic"
"king eider","camp 3 plateau",1999,"no","opportunistic"
"king eider","camp 3 plateau",2000,"no","opportunistic"
"king eider","camp 3 plateau",2001,"no","opportunistic"
"king eider","camp 3 plateau",2002,"no","opportunistic"
"king eider","camp 3 plateau",2003,"no","opportunistic"
"king eider","camp 3 plateau",2004,"no","opportunistic"
"king eider","camp 3 plateau",2005,"no","opportunistic"
"king eider","camp 3 plateau",2006,"no","opportunistic"
"king eider","camp 3 plateau",2007,"no","opportunistic"
"king eider","camp 3 plateau",2008,"no","opportunistic"
"king eider","camp 3 plateau",2009,"no","opportunistic"
"king eider","camp 3 plateau",2010,"no","opportunistic"
"king eider","camp 3 plateau",2011,"no","opportunistic"
"king eider","camp 3 plateau",2012,"no","opportunistic"
"king eider","camp 3 plateau",2013,"no","opportunistic"
"king eider","camp 3 plateau",2014,"no","opportunistic"
"king eider","camp 3 plateau",2015,"no","opportunistic"
"king eider","camp 3 plateau",2016,"no","opportunistic"
"king eider","camp 3 plateau",2017,"no","opportunistic"
"king eider","camp 3 plateau",2018,"no","opportunistic"
"king eider","camp 3 plateau",2019,"no","opportunistic"
"king eider","camp 3 plateau",2021,"no","opportunistic"
"king eider","camp 3 plateau",2022,"no","opportunistic"
"king eider","camp 3 plateau",2023,"no","opportunistic"
"king eider","dufour",1993,"no","opportunistic"
"king eider","dufour",1994,"no","opportunistic"
"king eider","dufour",1995,"no","opportunistic"
"king eider","dufour",1996,"no","opportunistic"
"king eider","dufour",1997,"no","opportunistic"
"king eider","dufour",1998,"no","opportunistic"
"king eider","dufour",1999,"no","opportunistic"
"king eider","dufour",2000,"no","opportunistic"
"king eider","dufour",2001,"no","opportunistic"
"king eider","dufour",2002,"no","opportunistic"
"king eider","dufour",2003,"no","opportunistic"
"king eider","dufour",2004,"no","opportunistic"
"king eider","dufour",2005,"no","opportunistic"
"king eider","dufour",2006,"no","opportunistic"
"king eider","dufour",2007,"no","opportunistic"
"king eider","dufour",2008,"no","opportunistic"
"king eider","dufour",2009,"no","opportunistic"
"king eider","dufour",2010,"no","opportunistic"
"king eider","dufour",2011,"no","opportunistic"
"king eider","dufour",2012,"no","opportunistic"
"king eider","dufour",2013,"no","opportunistic"
"king eider","dufour",2014,"no","opportunistic"
"king eider","dufour",2015,"no","opportunistic"
"king eider","dufour",2016,"no","opportunistic"
"king eider","dufour",2017,"no","opportunistic"
"king eider","dufour",2018,"no","opportunistic"
"king eider","dufour",2019,"no","opportunistic"
"king eider","dufour",2021,"no","opportunistic"
"king eider","dufour",2022,"no","opportunistic"
"king eider","dufour",2023,"no","opportunistic"
"king eider","goose point",1993,"no","opportunistic"
"king eider","goose point",1994,"no","opportunistic"
"king eider","goose point",1995,"no","opportunistic"
"king eider","goose point",1996,"no","opportunistic"
"king eider","goose point",1997,"no","opportunistic"
"king eider","goose point",1998,"no","opportunistic"
"king eider","goose point",1999,"no","opportunistic"
"king eider","goose point",2000,"no","opportunistic"
"king eider","goose point",2001,"no","opportunistic"
"king eider","goose point",2002,"no","opportunistic"
"king eider","goose point",2003,"no","opportunistic"
"king eider","goose point",2004,"no","opportunistic"
"king eider","goose point",2005,"no","opportunistic"
"king eider","goose point",2006,"no","opportunistic"
"king eider","goose point",2007,"no","opportunistic"
"king eider","goose point",2008,"no","opportunistic"
"king eider","goose point",2009,"no","opportunistic"
"king eider","goose point",2010,"no","opportunistic"
"king eider","goose point",2011,"no","opportunistic"
"king eider","goose point",2012,"no","opportunistic"
"king eider","goose point",2013,"no","opportunistic"
"king eider","goose point",2014,"no","opportunistic"
"king eider","goose point",2015,"no","opportunistic"
"king eider","goose point",2016,"no","opportunistic"
"king eider","goose point",2017,"no","opportunistic"
"king eider","goose point",2018,"no","opportunistic"
"king eider","goose point",2019,"no","opportunistic"
"king eider","goose point",2021,"no","opportunistic"
"king eider","goose point",2022,"no","opportunistic"
"king eider","goose point",2023,"no","opportunistic"
"king eider","malaview",1993,"no","opportunistic"
"king eider","malaview",1994,"no","opportunistic"
"king eider","malaview",1995,"no","opportunistic"
"king eider","malaview",1996,"no","opportunistic"
"king eider","malaview",1997,"no","opportunistic"
"king eider","malaview",1998,"no","opportunistic"
"king eider","malaview",1999,"no","opportunistic"
"king eider","malaview",2000,"no","opportunistic"
"king eider","malaview",2001,"no","opportunistic"
"king eider","malaview",2002,"no","opportunistic"
"king eider","malaview",2003,"no","opportunistic"
"king eider","malaview",2004,"no","opportunistic"
"king eider","malaview",2005,"no","opportunistic"
"king eider","malaview",2006,"no","opportunistic"
"king eider","malaview",2007,"no","opportunistic"
"king eider","malaview",2008,"no","opportunistic"
"king eider","malaview",2009,"no","opportunistic"
"king eider","malaview",2010,"no","opportunistic"
"king eider","malaview",2011,"no","opportunistic"
"king eider","malaview",2012,"no","opportunistic"
"king eider","malaview",2013,"no","opportunistic"
"king eider","malaview",2014,"no","opportunistic"
"king eider","malaview",2015,"no","opportunistic"
"king eider","malaview",2016,"no","opportunistic"
"king eider","malaview",2017,"no","opportunistic"
"king eider","malaview",2018,"no","opportunistic"
"king eider","malaview",2019,"no","opportunistic"
"king eider","malaview",2021,"no","opportunistic"
"king eider","malaview",2022,"no","opportunistic"
"king eider","malaview",2023,"no","opportunistic"
"king eider","qarlikturvik valley",1993,"no","opportunistic"
"king eider","qarlikturvik valley",1994,"no","opportunistic"
"king eider","qarlikturvik valley",1995,"no","opportunistic"
"king eider","qarlikturvik valley",1996,"no","opportunistic"
"king eider","qarlikturvik valley",1997,"no","opportunistic"
"king eider","qarlikturvik valley",1998,"no","opportunistic"
"king eider","qarlikturvik valley",1999,"no","opportunistic"
"king eider","qarlikturvik valley",2000,"no","opportunistic"
"king eider","qarlikturvik valley",2001,"no","opportunistic"
"king eider","qarlikturvik valley",2002,"no","opportunistic"
"king eider","qarlikturvik valley",2003,"no","opportunistic"
"king eider","qarlikturvik valley",2004,"no","opportunistic"
"king eider","qarlikturvik valley",2005,"no","opportunistic"
"king eider","qarlikturvik valley",2006,"no","opportunistic"
"king eider","qarlikturvik valley",2007,"no","opportunistic"
"king eider","qarlikturvik valley",2008,"no","opportunistic"
"king eider","qarlikturvik valley",2009,"no","opportunistic"
"king eider","qarlikturvik valley",2010,"no","opportunistic"
"king eider","qarlikturvik valley",2011,"no","opportunistic"
"king eider","qarlikturvik valley",2012,"no","opportunistic"
"king eider","qarlikturvik valley",2013,"no","opportunistic"
"king eider","qarlikturvik valley",2014,"no","opportunistic"
